"","TargetID","DrugID","Highest_status","MOA","Gene_name"
"26887","T46526","D0HE3B","Patented","Antagonist","Bact FimH"
"26888","T64765","D0F8PG","Patented",".","HRH3"
"26889","T05880","D0I9VU","Patented","Inhibitor","APH1A-APH1B"
"26890","T76685","D01WWN","Patented","Antagonist","CNR1"
"26891","T46526","D04NXG","Patented","Antagonist","Bact FimH"
"26892","T46526","D0US5I","Patented","Antagonist","Bact FimH"
"26893","T15776","D04UHW","Patented","Inhibitor","PDK1"
"26894","T15776","D06LLS","Patented","Inhibitor","PDK1"
"26895","T46526","D0B3CU","Patented","Antagonist","Bact FimH"
"26896","T83193","D0YM1M","Patented","Antagonist","TRPV1"
"26897","T83193","D0ZZ8F","Patented","Antagonist","TRPV1"
"26898","T76685","D0Q9AD","Patented","Antagonist","CNR1"
"26899","T46526","D05AZE","Patented","Antagonist","Bact FimH"
"26900","T46526","D06PNN","Patented","Antagonist","Bact FimH"
"26901","T46526","D0E9GD","Patented","Antagonist","Bact FimH"
"26902","T46526","D0N2AI","Patented","Antagonist","Bact FimH"
"26903","T46526","D0RZ5E","Patented","Antagonist","Bact FimH"
"26904","T46526","D0H4CL","Patented","Antagonist","Bact FimH"
"26905","T46526","D0F6TN","Patented","Antagonist","Bact FimH"
"26906","T76685","D0I0VJ","Patented","Antagonist","CNR1"
"26907","T83193","D0GV5G","Patented","Antagonist","TRPV1"
"26908","T76685","D0V5BV","Patented","Antagonist","CNR1"
"26909","T78709","D0EO8F","Patented","Antagonist","HTR1A"
"26910","T46526","D0QL0X","Patented","Antagonist","Bact FimH"
"26911","T46526","D0W7VE","Patented","Antagonist","Bact FimH"
"26912","T76685","D0K6GI","Patented","Antagonist","CNR1"
"26913","T46526","D02XNH","Patented","Antagonist","Bact FimH"
"26914","T83193","D03EEA","Patented","Antagonist","TRPV1"
"26915","T13629","D0A5OT","Patented","Inhibitor","PDCD1-CD274"
"26916","T76685","D0P7LP","Patented","Antagonist","CNR1"
"26917","T76685","D05TQG","Patented","Antagonist","CNR1"
"26918","T76685","D0M2RT","Patented","Antagonist","CNR1"
"26919","T46526","D0D6HS","Patented","Antagonist","Bact FimH"
"26920","T46526","D0H7UR","Patented","Antagonist","Bact FimH"
"26921","T46526","D0OQ2R","Patented","Antagonist","Bact FimH"
"26922","T46526","D0Q7QK","Patented","Antagonist","Bact FimH"
"26923","T76685","D0TI3Q","Patented","Antagonist","CNR1"
"26924","T76685","D06MPH","Patented","Antagonist","CNR1"
"26925","T76685","D0FS0D","Patented","Antagonist","CNR1"
"26926","T76685","D0F1DK","Patented","Antagonist","CNR1"
"26927","T76685","D0J5XM","Patented","Antagonist","CNR1"
"26928","T46526","D0X8AB","Patented","Antagonist","Bact FimH"
"26929","T76685","D03GLK","Patented","Antagonist","CNR1"
"26930","T76685","D02SNQ","Patented","Antagonist","CNR1"
"26931","T76685","D04KUJ","Patented","Antagonist","CNR1"
"26932","T76685","D06CEA","Patented","Antagonist","CNR1"
"26933","T76685","D06STK","Patented","Antagonist","CNR1"
"26934","T76685","D07SYY","Patented","Antagonist","CNR1"
"26935","T76685","D0B6NT","Patented","Antagonist","CNR1"
"26936","T46526","D0BS3E","Patented","Antagonist","Bact FimH"
"26937","T76685","D0EQ3O","Patented","Antagonist","CNR1"
"26938","T76685","D0G8LH","Patented","Antagonist","CNR1"
"26939","T76685","D0GX6V","Patented","Antagonist","CNR1"
"26940","T76685","D0OT3G","Patented","Antagonist","CNR1"
"26941","T76685","D0U6PA","Patented","Antagonist","CNR1"
"26942","T46526","D0XP5X","Patented","Antagonist","Bact FimH"
"26943","T78709","D0E7FT","Patented","Ligand","HTR1A"
"26944","T46526","D0Z1ZA","Patented","Antagonist","Bact FimH"
"26945","T76685","D05VIN","Patented","Antagonist","CNR1"
"26946","T46526","D0ET9M","Patented","Antagonist","Bact FimH"
"26947","T15776","D0IR8B","Patented","Inhibitor","PDK1"
"26948","T15776","D0U3IS","Patented","Inhibitor","PDK1"
"26949","T46526","D0LZ1W","Patented","Antagonist","Bact FimH"
"26950","T15776","D0PJ7M","Patented","Inhibitor","PDK1"
"26951","T76685","D03WCJ","Patented","Antagonist","CNR1"
"26952","T76685","D0GH4B","Patented","Antagonist","CNR1"
"26953","T76685","D07NAA","Patented","Antagonist","CNR1"
"26954","T46526","D0K7TE","Patented","Antagonist","Bact FimH"
"26955","T76685","D0RC5I","Patented","Antagonist","CNR1"
"26956","T76685","D0KX2W","Patented","Antagonist","CNR1"
"26957","T76685","D0UA6W","Patented","Antagonist","CNR1"
"26958","T46526","D02AAD","Patented","Antagonist","Bact FimH"
"26959","T76685","D0L2MA","Patented","Antagonist","CNR1"
"26960","T46526","D05HKC","Patented","Antagonist","Bact FimH"
"26961","T11388","D04VGR","Patented","Inhibitor","CTSK"
"26962","T41141","D04VGR","Patented","Inhibitor","CTSL"
"26963","T61746","D04VGR","Patented","Inhibitor","CTSB"
"26964","T68290","D04VGR","Patented","Inhibitor","CTSS"
"26965","T76685","D03FDN","Patented","Antagonist","CNR1"
"26966","T76685","D0LH9E","Patented","Antagonist","CNR1"
"26967","T76685","D0U3YY","Patented","Antagonist","CNR1"
"26968","T76685","D0V0UW","Patented","Antagonist","CNR1"
"26969","T46526","D07RAA","Patented","Antagonist","Bact FimH"
"26970","T46526","D0R7YN","Patented","Antagonist","Bact FimH"
"26971","T76685","D0I1XE","Patented","Antagonist","CNR1"
"26972","T76685","D0D5MQ","Patented","Antagonist","CNR1"
"26973","T76685","D0BI0F","Patented","Antagonist","CNR1"
"26974","T76685","D04BXA","Patented","Antagonist","CNR1"
"26975","T76685","D0DE0C","Patented","Antagonist","CNR1"
"26976","T76685","D0KD5X","Patented","Antagonist","CNR1"
"26977","T76685","D07GJH","Patented","Antagonist","CNR1"
"26978","T76685","D0ZE8B","Patented","Antagonist","CNR1"
"26979","T76685","D0O4RN","Patented","Antagonist","CNR1"
"26980","T76685","D0K3FJ","Patented","Antagonist","CNR1"
"26981","T76685","D0JK3V","Patented","Antagonist","CNR1"
"26982","T76685","D0BB2F","Patented","Antagonist","CNR1"
"26983","T76685","D00TBI","Patented","Antagonist","CNR1"
"26984","T76685","D05GDS","Patented","Antagonist","CNR1"
"26985","T76685","D0I1VK","Patented","Antagonist","CNR1"
"26986","T76685","D0R1PX","Patented","Antagonist","CNR1"
"26987","T46526","D0R2GA","Patented","Antagonist","Bact FimH"
"26988","T76685","D0SV6D","Patented","Antagonist","CNR1"
"26989","T76685","D0T0OQ","Patented","Antagonist","CNR1"
"26990","T76685","D0TS3S","Patented","Antagonist","CNR1"
"26991","T46526","D0XR1C","Patented","Antagonist","Bact FimH"
"26992","T76685","D0Z8WF","Patented","Antagonist","CNR1"
"26993","T46526","D03HHG","Patented","Antagonist","Bact FimH"
"26994","T46526","D0X4TV","Patented","Antagonist","Bact FimH"
"26995","T46526","D0SR8I","Patented","Antagonist","Bact FimH"
"26996","T76685","D0NJ0S","Patented","Antagonist","CNR1"
"26997","T76685","D09XUI","Patented","Antagonist","CNR1"
"26998","T76685","D0VB2M","Patented","Antagonist","CNR1"
"26999","T76685","D00TMQ","Patented","Antagonist","CNR1"
"27000","T76685","D08RCV","Patented","Antagonist","CNR1"
"27001","T46526","D0FS9V","Patented","Antagonist","Bact FimH"
"27002","T76685","D02XYT","Patented","Antagonist","CNR1"
"27003","T46526","D04PKX","Patented","Antagonist","Bact FimH"
"27004","T46526","D0J8HJ","Patented","Antagonist","Bact FimH"
"27005","T46526","D05BTL","Patented","Antagonist","Bact FimH"
"27006","T46526","D0UK1S","Patented","Antagonist","Bact FimH"
"27007","T46526","D0YX4L","Patented","Antagonist","Bact FimH"
"27008","T84703","D00DXC","Patented","Inhibitor","NTRK2"
"27009","T97035","D00DYI","Patented","Inhibitor","TYR"
"27010","T97035","D00EGV","Patented","Inhibitor","TYR"
"27011","T97035","D00JQA","Patented","Inhibitor","TYR"
"27012","T46526","D00KKD","Patented","Antagonist","Bact FimH"
"27013","T83193","D00KTN","Patented","Antagonist","TRPV1"
"27014","T97035","D00LSQ","Patented","Inhibitor","TYR"
"27015","T02562","D00PHK","Patented","Inhibitor","PTGES"
"27016","T97035","D00QVY","Patented","Inhibitor","TYR"
"27017","T46526","D00RDO","Patented","Antagonist","Bact FimH"
"27018","T46526","D00RQW","Patented","Antagonist","Bact FimH"
"27019","T46526","D00XEM","Patented","Antagonist","Bact FimH"
"27020","T46526","D00XKE","Patented","Antagonist","Bact FimH"
"27021","T97035","D00YRS","Patented","Inhibitor","TYR"
"27022","T59631","D00ZRO","Patented","Inhibitor","PDCD1"
"27023","T80975","D01AXK","Patented",".","KDR"
"27024","T97035","D01CFL","Patented","Inhibitor","TYR"
"27025","T46526","D01CND","Patented","Antagonist","Bact FimH"
"27026","T83193","D01GEK","Patented","Antagonist","TRPV1"
"27027","T41141","D01MKD","Patented","Inhibitor","CTSL"
"27028","T68290","D01MKD","Patented","Inhibitor","CTSS"
"27029","T13629","D01PJZ","Patented","Inhibitor","PDCD1-CD274"
"27030","T97035","D01QYA","Patented","Inhibitor","TYR"
"27031","T46526","D01RHK","Patented","Antagonist","Bact FimH"
"27032","T97035","D01VTT","Patented","Inhibitor","TYR"
"27033","T76685","D01XVK","Patented","Antagonist","CNR1"
"27034","T97035","D01ZCC","Patented","Inhibitor","TYR"
"27035","T97035","D02CXZ","Patented","Inhibitor","TYR"
"27036","T46526","D02DFJ","Patented","Antagonist","Bact FimH"
"27037","T97035","D02EGY","Patented","Inhibitor","TYR"
"27038","T83193","D02EKO","Patented","Antagonist","TRPV1"
"27039","T07173","D02ETU","Patented","Inhibitor","NTRK1"
"27040","T46526","D02HPF","Patented","Antagonist","Bact FimH"
"27041","T46526","D02NDP","Patented","Antagonist","Bact FimH"
"27042","T13629","D02SES","Patented","Inhibitor","PDCD1-CD274"
"27043","T97035","D02TIY","Patented","Inhibitor","TYR"
"27044","T46526","D02UDO","Patented","Antagonist","Bact FimH"
"27045","T97035","D02WJB","Patented","Inhibitor","TYR"
"27046","T76685","D02ZVY","Patented","Antagonist","CNR1"
"27047","T46526","D02ZYV","Patented","Antagonist","Bact FimH"
"27048","T18551","D03BCV","Patented","Inhibitor","CD80-CD274"
"27049","T97035","D03BRP","Patented","Inhibitor","TYR"
"27050","T97035","D03FQY","Patented","Inhibitor","TYR"
"27051","T46526","D03JFJ","Patented","Antagonist","Bact FimH"
"27052","T97035","D03KNZ","Patented","Inhibitor","TYR"
"27053","T97035","D03NCL","Patented","Inhibitor","TYR"
"27054","T97035","D03PLQ","Patented","Inhibitor","TYR"
"27055","T59631","D03PSA","Patented","Inhibitor","PDCD1"
"27056","T97035","D03PZZ","Patented","Inhibitor","TYR"
"27057","T76910","D03SNE","Patented","Inhibitor","GSK3A"
"27058","T20761","D03VXQ","Patented","Inhibitor","VEGFA"
"27059","T59631","D03XZT","Patented","Inhibitor","PDCD1"
"27060","T37693","D03YAA","Patented","Agonist","CNR2"
"27061","T98269","D04KIH","Patented","Inhibitor","CASP1"
"27062","T18551","D04PCT","Patented","Inhibitor","CD80-CD274"
"27063","T20761","D04PKQ","Patented","Inhibitor","VEGFA"
"27064","T13629","D04TLQ","Patented","Inhibitor","PDCD1-CD274"
"27065","T46526","D0DW7A","Patented","Antagonist","Bact FimH"
"27066","T46526","D05BUD","Patented","Antagonist","Bact FimH"
"27067","T46526","D05CBP","Patented","Antagonist","Bact FimH"
"27068","T20761","D05GVV","Patented","Inhibitor","VEGFA"
"27069","T20761","D05LBH","Patented","Inhibitor","VEGFA"
"27070","T46526","D05OMO","Patented","Antagonist","Bact FimH"
"27071","T97035","D05XAH","Patented","Inhibitor","TYR"
"27072","T46526","D05XGH","Patented","Antagonist","Bact FimH"
"27073","T46526","D05ZHZ","Patented","Antagonist","Bact FimH"
"27074","T97035","D06FUM","Patented","Inhibitor","TYR"
"27075","T97035","D06LMS","Patented","Inhibitor","TYR"
"27076","T18551","D06VTI","Patented","Inhibitor","CD80-CD274"
"27077","T20761","D07AVU","Patented","Inhibitor","VEGFA"
"27078","T98269","D07AVV","Patented","Inhibitor","CASP1"
"27079","T97035","D07DFC","Patented","Inhibitor","TYR"
"27080","T46526","D07GAN","Patented","Antagonist","Bact FimH"
"27081","T07173","D07KVL","Patented","Antagonist","NTRK1"
"27082","T83193","D07MNI","Patented","Antagonist","TRPV1"
"27083","T59631","D07PJR","Patented","Inhibitor","PDCD1"
"27084","T97035","D07PNX","Patented","Inhibitor","TYR"
"27085","T97035","D07PSJ","Patented","Inhibitor","TYR"
"27086","T46526","D07QAH","Patented","Antagonist","Bact FimH"
"27087","T97035","D07RJD","Patented","Inhibitor","TYR"
"27088","T97035","D07RUH","Patented","Inhibitor","TYR"
"27089","T83193","D07RYM","Patented","Antagonist","TRPV1"
"27090","T97035","D07UBZ","Patented","Inhibitor","TYR"
"27091","T83193","D07XVL","Patented","Antagonist","TRPV1"
"27092","T18551","D07ZQS","Patented","Inhibitor","CD80-CD274"
"27093","T46526","D08BNB","Patented","Antagonist","Bact FimH"
"27094","T83193","D08CLA","Patented","Antagonist","TRPV1"
"27095","T18551","D08EHL","Patented","Inhibitor","CD80-CD274"
"27096","T97035","D08OJB","Patented","Inhibitor","TYR"
"27097","T97035","D09EFW","Patented","Inhibitor","TYR"
"27098","T46526","D09EXQ","Patented","Antagonist","Bact FimH"
"27099","T46526","D09JDV","Patented","Antagonist","Bact FimH"
"27100","T97035","D09JLP","Patented","Inhibitor","TYR"
"27101","T20761","D09KYB","Patented","Inhibitor","VEGFA"
"27102","T46526","D09LWP","Patented","Antagonist","Bact FimH"
"27103","T97035","D09MHU","Patented","Inhibitor","TYR"
"27104","T97035","D09QZB","Patented","Inhibitor","TYR"
"27105","T83193","D09SMA","Patented","Antagonist","TRPV1"
"27106","T46526","D09TKY","Patented","Antagonist","Bact FimH"
"27107","T97035","D0A2RI","Patented","Inhibitor","TYR"
"27108","T46526","D0A8GW","Patented","Antagonist","Bact FimH"
"27109","T46526","D0A8RV","Patented","Antagonist","Bact FimH"
"27110","T97035","D0A8UJ","Patented","Inhibitor","TYR"
"27111","T97035","D0AE8D","Patented","Inhibitor","TYR"
"27112","T97035","D0AG7M","Patented","Inhibitor","TYR"
"27113","T46526","D0AK2Y","Patented","Antagonist","Bact FimH"
"27114","T76685","D0AM1D","Patented","Antagonist","CNR1"
"27115","T46526","D0AY0H","Patented","Antagonist","Bact FimH"
"27116","T64765","D0B2NV","Patented","Agonis; Inverse agonist","HRH3"
"27117","T46526","D0B9LM","Patented","Antagonist","Bact FimH"
"27118","T76910","D06KNK","Patented","Inhibitor","GSK3A"
"27119","T46526","D0CD7Q","Patented","Antagonist","Bact FimH"
"27120","T13629","D0CH8E","Patented","Inhibitor","PDCD1-CD274"
"27121","T97035","D0CI2U","Patented","Inhibitor","TYR"
"27122","T46526","D0CN6Q","Patented","Antagonist","Bact FimH"
"27123","T46526","D0CN7A","Patented","Antagonist","Bact FimH"
"27124","T97035","D0CP6B","Patented","Inhibitor","TYR"
"27125","T76685","D0D1EI","Patented","Antagonist","CNR1"
"27126","T18551","D0D3RS","Patented","Inhibitor","CD80-CD274"
"27127","T76685","D0D7AJ","Patented","Antagonist","CNR1"
"27128","T83193","D0DI1R","Patented","Antagonist","TRPV1"
"27129","T46526","D0DI1T","Patented","Antagonist","Bact FimH"
"27130","T83193","D0DT7M","Patented","Antagonist","TRPV1"
"27131","T46526","D0E1GC","Patented","Antagonist","Bact FimH"
"27132","T46526","D0EA9Y","Patented","Antagonist","Bact FimH"
"27133","T97035","D0EH4P","Patented","Inhibitor","TYR"
"27134","T76685","D0ET9U","Patented","Antagonist","CNR1"
"27135","T13629","D0EW3O","Patented","Inhibitor","PDCD1-CD274"
"27136","T13629","D0EY9S","Patented","Inhibitor","PDCD1-CD274"
"27137","T97035","D0F0VF","Patented","Inhibitor","TYR"
"27138","T63512","D0F1FD","Patented","Inhibitor","ENPP2"
"27139","T07173","D0F2BF","Patented","Antagonist","NTRK1"
"27140","T02562","D0F8KE","Patented","Inhibitor","PTGES"
"27141","T46526","D0FI3Q","Patented","Antagonist","Bact FimH"
"27142","T13629","D0FK6N","Patented","Inhibitor","PDCD1-CD274"
"27143","T97035","D0FL1E","Patented","Inhibitor","TYR"
"27144","T46526","D0FL3H","Patented","Antagonist","Bact FimH"
"27145","T07173","D0FL8A","Patented","Antagonist","NTRK1"
"27146","T97035","D0FQ3D","Patented","Inhibitor","TYR"
"27147","T97035","D0G5CV","Patented","Inhibitor","TYR"
"27148","T97035","D0G7XW","Patented","Inhibitor","TYR"
"27149","T46526","D0GB6Y","Patented","Antagonist","Bact FimH"
"27150","T46526","D0GP7L","Patented","Antagonist","Bact FimH"
"27151","T46526","D0GV9F","Patented","Antagonist","Bact FimH"
"27152","T13629","D0H0MO","Patented","Inhibitor","PDCD1-CD274"
"27153","T97035","D0H0UC","Patented","Inhibitor","TYR"
"27154","T69685","D0H2KL","Patented","Inhibitor","SLC6A9"
"27155","T97035","D0H4LK","Patented","Inhibitor","TYR"
"27156","T13629","D0H6AL","Patented","Inhibitor","PDCD1-CD274"
"27157","T13629","D0HE8M","Patented","Inhibitor","PDCD1-CD274"
"27158","T13629","D0HF7V","Patented","Inhibitor","PDCD1-CD274"
"27159","T97035","D0HH4L","Patented","Inhibitor","TYR"
"27160","T97035","D0HO0I","Patented","Inhibitor","TYR"
"27161","T13629","D0I0JE","Patented","Inhibitor","PDCD1-CD274"
"27162","T46526","D0I2MR","Patented","Antagonist","Bact FimH"
"27163","T97035","D0I3KT","Patented","Inhibitor","TYR"
"27164","T13629","D0I7UZ","Patented","Inhibitor","PDCD1-CD274"
"27165","T97035","D0IB3Z","Patented","Inhibitor","TYR"
"27166","T46526","D0IF4J","Patented","Antagonist","Bact FimH"
"27167","T76685","D0IG6J","Patented","Antagonist","CNR1"
"27168","T97035","D0IH6G","Patented","Inhibitor","TYR"
"27169","T97035","D0J0BB","Patented","Inhibitor","TYR"
"27170","T46526","D0J0LC","Patented","Antagonist","Bact FimH"
"27171","T41141","D0J0WG","Patented","Inhibitor","CTSL"
"27172","T07173","D0J4CA","Patented","Antagonist","NTRK1"
"27173","T18551","D0J4UO","Patented","Inhibitor","CD80-CD274"
"27174","T97035","D0J4YH","Patented","Inhibitor","TYR"
"27175","T97035","D0J6DS","Patented","Inhibitor","TYR"
"27176","T97035","D0JR0P","Patented","Inhibitor","TYR"
"27177","T97035","D0K1UO","Patented","Inhibitor","TYR"
"27178","T46526","D0K2AA","Patented","Antagonist","Bact FimH"
"27179","T97035","D0K2XK","Patented","Inhibitor","TYR"
"27180","T46526","D0K3DA","Patented","Antagonist","Bact FimH"
"27181","T97035","D0K5JG","Patented","Inhibitor","TYR"
"27182","T07173","D0K6IM","Patented","Antagonist","NTRK1"
"27183","T97035","D0K6TN","Patented","Inhibitor","TYR"
"27184","T97035","D0K7LI","Patented","Inhibitor","TYR"
"27185","T46526","D0KG5U","Patented","Antagonist","Bact FimH"
"27186","T97035","D0KR9E","Patented","Inhibitor","TYR"
"27187","T97035","D0L0CV","Patented","Inhibitor","TYR"
"27188","T46526","D0UZ2S","Patented","Antagonist","Bact FimH"
"27189","T46526","D0L5OP","Patented","Antagonist","Bact FimH"
"27190","T97035","D0LA2R","Patented","Inhibitor","TYR"
"27191","T59631","D0LM6D","Patented","Inhibitor","PDCD1"
"27192","T18551","D0M6WW","Patented","Inhibitor","CD80-CD274"
"27193","T46526","D0M7XB","Patented","Antagonist","Bact FimH"
"27194","T07173","D0M8UO","Patented","Inhibitor","NTRK1"
"27195","T69128","D0M8UO","Patented","Inhibitor","ROS1"
"27196","T97035","D0MA7A","Patented","Inhibitor","TYR"
"27197","T13629","D0MG6V","Patented","Inhibitor","PDCD1-CD274"
"27198","T13629","D0MK2F","Patented","Inhibitor","PDCD1-CD274"
"27199","T97035","D0MT3J","Patented","Inhibitor","TYR"
"27200","T59631","D0MZ4V","Patented","Inhibitor","PDCD1"
"27201","T46526","D0MZ8J","Patented","Antagonist","Bact FimH"
"27202","T07173","D0N1CF","Patented","Inhibitor","NTRK1"
"27203","T69128","D0N1CF","Patented","Inhibitor","ROS1"
"27204","T18551","D0N4TZ","Patented","Inhibitor","CD80-CD274"
"27205","T46526","D0N4WW","Patented","Antagonist","Bact FimH"
"27206","T18551","D0N5NV","Patented","Inhibitor","CD80-CD274"
"27207","T76685","D0N6GL","Patented","Antagonist","CNR1"
"27208","T13629","D0N6NA","Patented","Inhibitor","PDCD1-CD274"
"27209","T97035","D0N7BW","Patented","Inhibitor","TYR"
"27210","T56418","D0N8YJ","Patented","Inhibitor","ALK"
"27211","T69128","D0N8YJ","Patented","Inhibitor","ROS1"
"27212","T18551","D0NI2B","Patented","Inhibitor","CD80-CD274"
"27213","T97035","D0O3JR","Patented","Inhibitor","TYR"
"27214","T46526","D0O4TC","Patented","Antagonist","Bact FimH"
"27215","T46526","D0O8EX","Patented","Antagonist","Bact FimH"
"27216","T46526","D0OW6O","Patented","Antagonist","Bact FimH"
"27217","T97035","D0P0PT","Patented","Inhibitor","TYR"
"27218","T59631","D0P3EG","Patented","Inhibitor","PDCD1"
"27219","T46526","D0P3SL","Patented","Antagonist","Bact FimH"
"27220","T83193","D0PJ8O","Patented","Antagonist","TRPV1"
"27221","T76685","D0PK0R","Patented","Antagonist","CNR1"
"27222","T46526","D0Q0XC","Patented","Antagonist","Bact FimH"
"27223","T97035","D0Q1HU","Patented","Inhibitor","TYR"
"27224","T97035","D0Q1NF","Patented","Inhibitor","TYR"
"27225","T46526","D0Q1SX","Patented","Antagonist","Bact FimH"
"27226","T97035","D0QC9I","Patented","Inhibitor","TYR"
"27227","T18551","D0QF4W","Patented","Inhibitor","CD80-CD274"
"27228","T46526","D0QM2O","Patented","Antagonist","Bact FimH"
"27229","T46526","D0QQ5W","Patented","Antagonist","Bact FimH"
"27230","T97035","D0QR0E","Patented","Inhibitor","TYR"
"27231","T97035","D0QU3G","Patented","Inhibitor","TYR"
"27232","T46526","D0R1SQ","Patented","Antagonist","Bact FimH"
"27233","T18551","D0R7JW","Patented","Inhibitor","CD80-CD274"
"27234","T13629","D0S0OF","Patented","Inhibitor","PDCD1-CD274"
"27235","T97035","D0SD9L","Patented","Inhibitor","TYR"
"27236","T97035","D0SF6C","Patented","Inhibitor","TYR"
"27237","T97035","D0SJ1U","Patented","Inhibitor","TYR"
"27238","T97035","D0SJ4S","Patented","Inhibitor","TYR"
"27239","T07173","D0T0HM","Patented","Antagonist","NTRK1"
"27240","T20761","D0T1GG","Patented","Inhibitor","VEGFA"
"27241","T56418","D0T3TZ","Patented","Inhibitor","ALK"
"27242","T97035","D0T7BH","Patented","Inhibitor","TYR"
"27243","T07173","D0T8XD","Patented","Inhibitor","NTRK1"
"27244","T69128","D0T8XD","Patented","Inhibitor","ROS1"
"27245","T20761","D0T9DV","Patented","Inhibitor","VEGFA"
"27246","T46526","D0TP8T","Patented","Antagonist","Bact FimH"
"27247","T97035","D0U5GU","Patented","Inhibitor","TYR"
"27248","T62841","D0UD6X","Patented","Antagonist","F2RL1"
"27249","T97035","D0UT0X","Patented","Inhibitor","TYR"
"27250","T61746","D0UX4J","Patented","Inhibitor","CTSB"
"27251","T76910","D0YK9D","Patented","Inhibitor","GSK3A"
"27252","T20761","D0V7OF","Patented","Inhibitor","VEGFA"
"27253","T07173","D0V9ZJ","Patented","Inhibitor","NTRK1"
"27254","T46526","D0VA1D","Patented","Antagonist","Bact FimH"
"27255","T13629","D0VB9M","Patented","Inhibitor","PDCD1-CD274"
"27256","T46526","D0VF5B","Patented","Antagonist","Bact FimH"
"27257","T97035","D0VY9O","Patented","Inhibitor","TYR"
"27258","T13629","D0W0PC","Patented","Inhibitor","PDCD1-CD274"
"27259","T46526","D0W1SE","Patented","Antagonist","Bact FimH"
"27260","T64765","D0W3RA","Patented","Inhibitor","HRH3"
"27261","T97035","D0W8RV","Patented","Inhibitor","TYR"
"27262","T07173","D0WI7N","Patented","Inhibitor","NTRK1"
"27263","T38284","D0WL1U","Patented","Inhibitor","BCR-ABL1"
"27264","T20761","D0WL5P","Patented","Stablizer","VEGFA"
"27265","T46526","D0WO2I","Patented","Antagonist","Bact FimH"
"27266","T97035","D0WT1C","Patented","Inhibitor","TYR"
"27267","T83193","D0WT1W","Patented","Antagonist","TRPV1"
"27268","T46526","D0WV9J","Patented","Antagonist","Bact FimH"
"27269","T97035","D0X4EC","Patented","Inhibitor","TYR"
"27270","T13629","D0X5IV","Patented","Inhibitor","PDCD1-CD274"
"27271","T97035","D0X5VH","Patented","Inhibitor","TYR"
"27272","T97035","D0XO4I","Patented","Inhibitor","TYR"
"27273","T46526","D0Y3UB","Patented","Antagonist","Bact FimH"
"27274","T13629","D0YK8M","Patented","Inhibitor","PDCD1-CD274"
"27275","T97035","D0YX1C","Patented","Inhibitor","TYR"
"27276","T45228","D0YY8N","Patented","Inhibitor","MBOAT4"
"27277","T97035","D0Z0DX","Patented","Inhibitor","TYR"
"27278","T13629","D0Z0KL","Patented","Inhibitor","PDCD1-CD274"
"27279","T97035","D0Z1LJ","Patented","Inhibitor","TYR"
"27280","T13629","D0Z4QT","Patented","Inhibitor","PDCD1-CD274"
"27281","T46526","D0Z6PF","Patented","Antagonist","Bact FimH"
"27282","T13629","D0Z9UJ","Patented","Inhibitor","PDCD1-CD274"
"27283","T46526","D0ZD6N","Patented","Antagonist","Bact FimH"
"27284","T20761","D0CE1R","Patented","Binder","VEGFA"
"27285","T20761","D0ZE2J","Patented","Inhibitor","VEGFA"
"27286","T46526","D0ZR2O","Patented","Antagonist","Bact FimH"
"27287","T97035","D0ZT3U","Patented","Inhibitor","TYR"
"27288","T76685","D0ZY6C","Patented","Antagonist","CNR1"
"27289","T02562","D0XM9M","Patented","Inhibitor","PTGES"
"27290","T07173","D0AG2A","Patented","Inhibitor","NTRK1"
"27291","T07173","D0I2OO","Patented","Inhibitor","NTRK1"
"27292","T07173","D0Y1NH","Patented","Inhibitor","NTRK1"
"27293","T11388","D06XCD","Patented","Inhibitor","CTSK"
"27294","T11388","D0MR9V","Patented","Inhibitor","CTSK"
"27295","T11388","D0QM0D","Patented","Inhibitor","CTSK"
"27296","T13629","D08EHL","Patented","Inhibitor","PDCD1-CD274"
"27297","T25005","D06ZNU","Patented","Inhibitor","BTK"
"27298","T25005","D0V8JZ","Patented","Inhibitor","BTK"
"27299","T41141","D06XCD","Patented","Inhibitor","CTSL"
"27300","T41141","D06XTA","Patented","Inhibitor","CTSL"
"27301","T41141","D0JD5W","Patented","Inhibitor","CTSL"
"27302","T46526","D01ZKE","Patented","Antagonist","Bact FimH"
"27303","T46526","D02WWT","Patented","Antagonist","Bact FimH"
"27304","T46526","D07KCA","Patented","Antagonist","Bact FimH"
"27305","T46526","D07PVX","Patented","Antagonist","Bact FimH"
"27306","T46526","D08BLZ","Patented","Antagonist","Bact FimH"
"27307","T46526","D08WZC","Patented","Antagonist","Bact FimH"
"27308","T46526","D09EIQ","Patented","Antagonist","Bact FimH"
"27309","T46526","D0AM0A","Patented","Antagonist","Bact FimH"
"27310","T46526","D0B1HT","Patented","Antagonist","Bact FimH"
"27311","T46526","D0B8RU","Patented","Antagonist","Bact FimH"
"27312","T46526","D0BR9C","Patented","Antagonist","Bact FimH"
"27313","T46526","D0C8EB","Patented","Antagonist","Bact FimH"
"27314","T46526","D0D9MV","Patented","Antagonist","Bact FimH"
"27315","T46526","D0H1BZ","Patented","Antagonist","Bact FimH"
"27316","T46526","D0KE8Q","Patented","Antagonist","Bact FimH"
"27317","T46526","D0QU6N","Patented","Antagonist","Bact FimH"
"27318","T46526","D0R1GD","Patented","Antagonist","Bact FimH"
"27319","T46526","D0RG1Z","Patented","Antagonist","Bact FimH"
